0	-65
0.025	-64.98
0.05	-64.9602
0.075	-64.9408
0.1	-64.9216
0.125	-64.9026
0.15	-64.8839
0.175	-64.8653
0.2	-64.847
0.225	-64.8289
0.25	-64.811
0.275	-64.7932
0.3	-64.7757
0.325	-64.7583
0.35	-64.741
0.375	-64.724
0.4	-64.707
0.425	-64.6903
0.45	-64.6737
0.475	-64.6572
0.5	-64.6408
0.525	-64.6246
0.55	-64.6086
0.575	-64.5927
0.6	-64.5769
0.625	-64.5612
0.65	-64.5457
0.675	-64.5303
0.7	-64.515
0.725	-64.4999
0.75	-64.4849
0.775	-64.47
0.8	-64.4552
0.825	-64.4406
0.85	-64.4261
0.875	-64.4117
0.9	-64.3974
0.925	-64.3832
0.95	-64.3692
0.975	-64.3553
1	-64.3415
1.025	-64.3279
1.05	-64.3143
1.075	-64.3009
1.1	-64.2876
1.125	-64.2744
1.15	-64.2614
1.175	-64.2484
1.2	-64.2356
1.225	-64.2229
1.25	-64.2103
1.275	-64.1979
1.3	-64.1855
1.325	-64.1733
1.35	-64.1612
1.375	-64.1492
1.4	-64.1373
1.425	-64.1256
1.45	-64.114
1.475	-64.1024
1.5	-64.091
1.525	-64.0798
1.55	-64.0686
1.575	-64.0576
1.6	-64.0467
1.625	-64.0359
1.65	-64.0252
1.675	-64.0146
1.7	-64.0042
1.725	-63.9939
1.75	-63.9837
1.775	-63.9736
1.8	-63.9636
1.825	-63.9537
1.85	-63.944
1.875	-63.9343
1.9	-63.9248
1.925	-63.9154
1.95	-63.9061
1.975	-63.8969
2	-63.8878
2.025	-63.8789
2.05	-63.87
2.075	-63.8612
2.1	-63.8526
2.125	-63.8441
2.15	-63.8356
2.175	-63.8273
2.2	-63.8191
2.225	-63.811
2.25	-63.803
2.275	-63.7951
2.3	-63.7873
2.325	-63.7797
2.35	-63.7721
2.375	-63.7646
2.4	-63.7573
2.425	-63.75
2.45	-63.7429
2.475	-63.7358
2.5	-63.7289
2.525	-63.7221
2.55	-63.7154
2.575	-63.7088
2.6	-63.7023
2.625	-63.6959
2.65	-63.6896
2.675	-63.6834
2.7	-63.6773
2.725	-63.6713
2.75	-63.6654
2.775	-63.6597
2.8	-63.654
2.825	-63.6484
2.85	-63.643
2.875	-63.6376
2.9	-63.6324
2.925	-63.6272
2.95	-63.6222
2.975	-63.6173
3	-63.6124
3.025	-63.6077
3.05	-63.6031
3.075	-63.5985
3.1	-63.5941
3.125	-63.5898
3.15	-63.5856
3.175	-63.5815
3.2	-63.5775
3.225	-63.5735
3.25	-63.5697
3.275	-63.566
3.3	-63.5624
3.325	-63.5589
3.35	-63.5555
3.375	-63.5522
3.4	-63.549
3.425	-63.5459
3.45	-63.5429
3.475	-63.5399
3.5	-63.5371
3.525	-63.5344
