[0.005373420638222275, 36.998290251449866, 272.5340564597778]
[0.03845960485691576, nan, 78841293.41589302]
[0.004352201707570461, nan, 146364429.72597227]
[0.006650153712603445, nan, 79047746.1970814]
[0.008583921391314255, nan, 260225468.65644044]
[0.013263610474974997, nan, 200458597.86362508]
[0.0027997253935593156, nan, 549045157.4587741]
[0.003004164133064597, nan, 252102195.83362985]
[nan, nan, nan]
[0.009887220241430572, nan, 824604096.3035337]
[nan, nan, nan]
[0.01861847716473442, nan, 125290209.88407002]
[nan, nan, nan]
[0.016167780531518534, nan, 69438612522.26324]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[0.012768561202304836, nan, 113981287.92092714]
[0.01817196587655453, nan, 12.776611648094846]
[0.018506751126000098, nan, 19.335510977567473]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[0.010123620669358128, nan, 78790303.43396735]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[0.018458745838285728, nan, 437198794.2201989]
[0.014852491613961226, nan, 267352521.0712797]
[0.018191035305535584, nan, 373680326.72609717]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[0.015108189115221554, nan, 287928940.98282886]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[0.014809292645427345, nan, 16811990478.71069]
[0.018121809632761166, nan, 143728655.93171248]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[0.011166532978440918, nan, 299660850.47749555]
[0.01257153384844398, nan, 2.3917987385901993]
[0.017694254175908586, nan, 114840450.68154217]
[0.01300372777431795, nan, 1.6647608465106372]
[0.00942964629695585, nan, 170834109.41333815]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[0.01672256525255445, nan, 684128416.4395499]
[0.011289796581909546, nan, 77871857.60865134]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[0.018024503150108704, nan, 129561436.22706366]
[nan, nan, nan]
[nan, nan, nan]
[0.017901953914520874, nan, 348981351.0115293]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[0.01758683561373703, nan, 1.2491917863725273]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[0.015455065933460566, nan, 0.6689817998402374]
[0.01181915039240816, nan, 1.7875018861035636]
[nan, nan, nan]
[0.017838181592185146, nan, 1.1506585585425366]
[nan, nan, nan]
