0 1 0.647114 3.67187 547.507 0.000921661 
0 2 0.664147 0.783511 2491.91 0.000447759 
0 3 0.59094 8.76057 994.443 0.000787052 
0 4 0.330062 8.76261 1964.17 0.000147464 
0 5 0.632375 4.13198 2165.12 0.000764092 
0 6 0.679086 0.348723 928.393 0.000807618 
0 7 0.602458 9.33374 2434.54 0.000986345 
0 8 0.622179 3.40633 1021.92 0.00051923 
0 9 0.577889 2.82916 1621.46 0.000198954 
0 10 0.642298 2.69942 2768.56 0.000654291 
0 11 0.53516 6.89866 1566.82 0.000399118 
0 12 0.603427 7.4007 2268.02 0.000813338 
0 13 0.639389 3.6722 1597.96 0.000790756 
0 14 0.608968 2.41951 1371.09 0.000247198 
0 15 0.602026 5.92958 2623.7 0.000660423 
0 16 0.409669 7.42963 852.081 0.000161038 
0 17 0.551289 3.48417 1586.66 1.93189e-05 
0 18 0.608906 4.72321 1753.81 0.000581788 
0 19 0.594724 9.91248 446.289 0.000886182 
0 20 0.323219 7.66786 1169.98 0.000125507 
0 21 0.497114 4.74008 1006.38 0.000167001 
0 22 0.497747 9.41184 31.8113 0.000370306 
0 23 0.268928 9.77554 722.24 0.00012755 
0 24 0.679487 0.319619 1759.76 0.000829488 
0 25 0.502521 7.25148 165.715 0.000311949 
0 26 0.639342 3.82057 2356.93 0.000828258 
0 27 0.497737 3.71938 246.997 0.000128412 
0 28 0.592638 2.49678 2165.39 0.000211848 
0 29 0.575425 3.37835 1414.81 0.000292578 
0 30 0.545073 6.74302 2285.64 0.000426934 
0 31 0.643055 4.64947 293.887 0.000997529 
0 32 0.661741 0.895595 2335.63 0.000452232 
0 33 0.627443 3.51597 843.501 0.000580491 
0 34 0.670333 0.948457 806.878 0.00074495 
0 35 0.451947 9.63463 1908.47 0.000340114 
0 36 0.507143 9.23262 109.881 0.000390406 
0 37 0.569385 3.69151 2811.41 0.000238069 
0 38 0.571353 4.02427 1870.34 0.000332923 
0 39 0.634349 5.32608 1446.44 0.000981884 
0 40 0.426675 8.20894 124.962 0.000241171 
0 41 0.568052 8.64042 1618.65 0.000632128 
0 42 0.606816 9.64008 62.5264 0.00093432 
0 43 0.603658 8.51959 1824 0.000916266 
0 44 0.600036 6.74525 2521.63 0.000721157 
0 45 0.535405 3.59773 2525.85 0.00017638 
0 46 0.593582 2.77068 222.28 0.000277099 
0 47 0.61391 7.77459 2331.76 0.000979943 
0 48 0.53672 9.49549 731.114 3.30611e-05 
0 49 0.678569 0.410929 843.517 0.000859014 
0 50 0.648212 3.13498 2910.41 0.000873285 
0 51 0.678238 0.456621 1294.16 0.000902604 
0 52 0.457268 9.76263 1523.78 0.000349153 
0 53 0.571445 4.35536 1810.53 0.000356833 
0 54 0.477234 8.03814 412.88 4.63486e-05 
0 55 0.609815 7.96748 195.39 0.000856625 
0 56 0.540163 9.49299 1162.32 0.000540963 
0 57 0.629755 4.89739 737.858 0.000810779 
0 58 0.457541 6.77056 737.598 0.000181124 
0 59 0.603122 2.60426 2544.95 0.000251625 
0 60 0.576471 7.1564 1522.85 0.000577111 
0 61 0.538969 4.05283 244.508 0.000239193 
0 62 0.644575 3.62091 1810.86 0.00088888 
0 63 0.654224 2.82799 2292.87 0.00095388 
0 64 0.615331 6.03862 860.61 0.000771559 
0 65 0.651565 1.71842 2244 0.000558376 
0 66 0.660484 1.5024 375.893 0.000639945 
0 67 0.599603 4.34708 2078.71 0.000482487 
0 68 0.518766 9.34009 2279.51 6.77879e-05 
0 69 0.638743 1.90506 476.301 0.000412806 
0 70 0.671242 0.493619 679.724 0.000437597 
0 71 0.464498 8.82711 1992.01 0.000334512 
0 72 0.594878 6.55815 2149.84 0.000658011 
0 73 0.610635 5.6373 2199.48 0.000703141 
