[[0.48324041129933226, 0.46530252304718667, 0.10882458121311567, 0.04865278876090451, 0.4533605577824542, 0.8006245647869253, 0.5728295869213967, 0.9308226357408824, 0.16886169480778723, 0.14237769511154152, 0.2463377889761168, 0.42664096449383304]]	[367.73584372697417]
[[0.9727976346745761, 0.19239350796009613, 0.2676822150937086, 0.9897015351347452, 0.00238400906953784, 0.8685719861690266, 0.9017747415143915, 0.8290838883238468, 0.20480841094153557, 0.017178805542848563, 0.05856876957522328, 0.559569165399802]]	[365.84366627017977]
[[0.9727976346745761, 0.19239350796009613, 0.2676822150937086, 0.9897015351347452, 0.00238400906953784, 0.8685719861690266, 0.9017747415143915, 0.8290838883238468, 0.20480841094153557, 0.017178805542848563, 0.05856876957522328, 0.559569165399802]]	[365.84366627017977]
[[0.9727976346745761, 0.19239350796009613, 0.2676822150937086, 0.9897015351347452, 0.00238400906953784, 0.8685719861690266, 0.9017747415143915, 0.8290838883238468, 0.20480841094153557, 0.017178805542848563, 0.05856876957522328, 0.559569165399802]]	[365.84366627017977]
[[0.9727976346745761, 0.19239350796009613, 0.2676822150937086, 0.9897015351347452, 0.00238400906953784, 0.8685719861690266, 0.9017747415143915, 0.8290838883238468, 0.20480841094153557, 0.017178805542848563, 0.05856876957522328, 0.559569165399802]]	[365.84366627017977]
[[0.9727976346745761, 0.19239350796009613, 0.2676822150937086, 0.9897015351347452, 0.00238400906953784, 0.8685719861690266, 0.9017747415143915, 0.8290838883238468, 0.20480841094153557, 0.017178805542848563, 0.05856876957522328, 0.559569165399802]]	[365.84366627017977]
[[0.9727976346745761, 0.19239350796009613, 0.2676822150937086, 0.9897015351347452, 0.00238400906953784, 0.8685719861690266, 0.9017747415143915, 0.8290838883238468, 0.20480841094153557, 0.017178805542848563, 0.05856876957522328, 0.559569165399802]]	[365.84366627017977]
[[0.4566930668733249, 0.12646134140193122, 0.959008543750099, 0.20158197410281598, 0.5672121620415342, 0.6561300952092903, 0.8534255693474472, 0.5078459353715717, 0.04965623123455942, 0.007756486430529064, 0.8517905609291225, 0.014038480291033384]]	[365.50880860336855]
[[0.1865194032363785, 0.9723372816708855, 0.5212741972922064, 0.42136673647780243, 0.3482376546522561, 0.8219732535065699, 0.4975146841480451, 0.8976329265329448, 0.0395704780085967, 0.046141729786625674, 0.7692295840392679, 0.5153592623841828]]	[365.13937606019545]
[[0.1865194032363785, 0.9723372816708855, 0.5212741972922064, 0.42136673647780243, 0.3482376546522561, 0.8219732535065699, 0.4975146841480451, 0.8976329265329448, 0.0395704780085967, 0.046141729786625674, 0.7692295840392679, 0.5153592623841828]]	[365.13937606019545]
[[0.1865194032363785, 0.9723372816708855, 0.5212741972922064, 0.42136673647780243, 0.3482376546522561, 0.8219732535065699, 0.4975146841480451, 0.8976329265329448, 0.0395704780085967, 0.046141729786625674, 0.7692295840392679, 0.5153592623841828]]	[365.13937606019545]
[[0.1865194032363785, 0.9723372816708855, 0.5212741972922064, 0.42136673647780243, 0.3482376546522561, 0.8219732535065699, 0.4975146841480451, 0.8976329265329448, 0.0395704780085967, 0.046141729786625674, 0.7692295840392679, 0.5153592623841828]]	[365.13937606019545]
[[0.1865194032363785, 0.9723372816708855, 0.5212741972922064, 0.42136673647780243, 0.3482376546522561, 0.8219732535065699, 0.4975146841480451, 0.8976329265329448, 0.0395704780085967, 0.046141729786625674, 0.7692295840392679, 0.5153592623841828]]	[365.13937606019545]
[[0.1865194032363785, 0.9723372816708855, 0.5212741972922064, 0.42136673647780243, 0.3482376546522561, 0.8219732535065699, 0.4975146841480451, 0.8976329265329448, 0.0395704780085967, 0.046141729786625674, 0.7692295840392679, 0.5153592623841828]]	[365.13937606019545]
[[0.1865194032363785, 0.9723372816708855, 0.5212741972922064, 0.42136673647780243, 0.3482376546522561, 0.8219732535065699, 0.4975146841480451, 0.8976329265329448, 0.0395704780085967, 0.046141729786625674, 0.7692295840392679, 0.5153592623841828]]	[365.13937606019545]
[[0.1865194032363785, 0.9723372816708855, 0.5212741972922064, 0.42136673647780243, 0.3482376546522561, 0.8219732535065699, 0.4975146841480451, 0.8976329265329448, 0.0395704780085967, 0.046141729786625674, 0.7692295840392679, 0.5153592623841828]]	[365.13937606019545]
[[0.553539922195494, 0.6334033097393021, 0.5572543437442368, 0.04340365415908953, 0.8167233530930152, 0.28980742977452867, 0.2633949012740926, 0.7829721798301009, 0.1355042991537143, 0.0020564946050013466, 0.7171272657536629, 0.8962101794031946]]	[262.01886014890846]
[[0.553539922195494, 0.6334033097393021, 0.5572543437442368, 0.04340365415908953, 0.8167233530930152, 0.28980742977452867, 0.2633949012740926, 0.7829721798301009, 0.1355042991537143, 0.0020564946050013466, 0.7171272657536629, 0.8962101794031946]]	[262.01886014890846]
[[0.553539922195494, 0.6334033097393021, 0.5572543437442368, 0.04340365415908953, 0.8167233530930152, 0.28980742977452867, 0.2633949012740926, 0.7829721798301009, 0.1355042991537143, 0.0020564946050013466, 0.7171272657536629, 0.8962101794031946]]	[262.01886014890846]
[[0.553539922195494, 0.6334033097393021, 0.5572543437442368, 0.04340365415908953, 0.8167233530930152, 0.28980742977452867, 0.2633949012740926, 0.7829721798301009, 0.1355042991537143, 0.0020564946050013466, 0.7171272657536629, 0.8962101794031946]]	[262.01886014890846]
[[0.553539922195494, 0.6334033097393021, 0.5572543437442368, 0.04340365415908953, 0.8167233530930152, 0.28980742977452867, 0.2633949012740926, 0.7829721798301009, 0.1355042991537143, 0.0020564946050013466, 0.7171272657536629, 0.8962101794031946]]	[262.01886014890846]
[[0.553539922195494, 0.6334033097393021, 0.5572543437442368, 0.04340365415908953, 0.8167233530930152, 0.28980742977452867, 0.2633949012740926, 0.7829721798301009, 0.1355042991537143, 0.0020564946050013466, 0.7171272657536629, 0.8962101794031946]]	[262.01886014890846]
[[0.553539922195494, 0.6334033097393021, 0.5572543437442368, 0.04340365415908953, 0.8167233530930152, 0.28980742977452867, 0.2633949012740926, 0.7829721798301009, 0.1355042991537143, 0.0020564946050013466, 0.7171272657536629, 0.8962101794031946]]	[262.01886014890846]
[[0.553539922195494, 0.6334033097393021, 0.5572543437442368, 0.04340365415908953, 0.8167233530930152, 0.28980742977452867, 0.2633949012740926, 0.7829721798301009, 0.1355042991537143, 0.0020564946050013466, 0.7171272657536629, 0.8962101794031946]]	[262.01886014890846]
[[0.553539922195494, 0.6334033097393021, 0.5572543437442368, 0.04340365415908953, 0.8167233530930152, 0.28980742977452867, 0.2633949012740926, 0.7829721798301009, 0.1355042991537143, 0.0020564946050013466, 0.7171272657536629, 0.8962101794031946]]	[262.01886014890846]
[[0.553539922195494, 0.6334033097393021, 0.5572543437442368, 0.04340365415908953, 0.8167233530930152, 0.28980742977452867, 0.2633949012740926, 0.7829721798301009, 0.1355042991537143, 0.0020564946050013466, 0.7171272657536629, 0.8962101794031946]]	[262.01886014890846]
[[0.553539922195494, 0.6334033097393021, 0.5572543437442368, 0.04340365415908953, 0.8167233530930152, 0.28980742977452867, 0.2633949012740926, 0.7829721798301009, 0.1355042991537143, 0.0020564946050013466, 0.7171272657536629, 0.8962101794031946]]	[262.01886014890846]
[[0.553539922195494, 0.6334033097393021, 0.5572543437442368, 0.04340365415908953, 0.8167233530930152, 0.28980742977452867, 0.2633949012740926, 0.7829721798301009, 0.1355042991537143, 0.0020564946050013466, 0.7171272657536629, 0.8962101794031946]]	[262.01886014890846]
[[0.553539922195494, 0.6334033097393021, 0.5572543437442368, 0.04340365415908953, 0.8167233530930152, 0.28980742977452867, 0.2633949012740926, 0.7829721798301009, 0.1355042991537143, 0.0020564946050013466, 0.7171272657536629, 0.8962101794031946]]	[262.01886014890846]
[[0.553539922195494, 0.6334033097393021, 0.5572543437442368, 0.04340365415908953, 0.8167233530930152, 0.28980742977452867, 0.2633949012740926, 0.7829721798301009, 0.1355042991537143, 0.0020564946050013466, 0.7171272657536629, 0.8962101794031946]]	[262.01886014890846]
[[0.553539922195494, 0.6334033097393021, 0.5572543437442368, 0.04340365415908953, 0.8167233530930152, 0.28980742977452867, 0.2633949012740926, 0.7829721798301009, 0.1355042991537143, 0.0020564946050013466, 0.7171272657536629, 0.8962101794031946]]	[262.01886014890846]
[[0.553539922195494, 0.6334033097393021, 0.5572543437442368, 0.04340365415908953, 0.8167233530930152, 0.28980742977452867, 0.2633949012740926, 0.7829721798301009, 0.1355042991537143, 0.0020564946050013466, 0.7171272657536629, 0.8962101794031946]]	[262.01886014890846]
[[0.5198030830427468, 0.1250205674626843, 0.9967508549863332, 0.6008202182968174, 0.14231888728367958, 0.17434146892765734, 0.11169538263293766, 0.15909748807171487, 0.3207050476530391, 0.0005646507560069791, 0.3314221707784475, 0.04574697956219176]]	[162.7197077898435]
[[0.5198030830427468, 0.1250205674626843, 0.9967508549863332, 0.6008202182968174, 0.14231888728367958, 0.17434146892765734, 0.11169538263293766, 0.15909748807171487, 0.3207050476530391, 0.0005646507560069791, 0.3314221707784475, 0.04574697956219176]]	[162.7197077898435]
[[0.5198030830427468, 0.1250205674626843, 0.9967508549863332, 0.6008202182968174, 0.14231888728367958, 0.17434146892765734, 0.11169538263293766, 0.15909748807171487, 0.3207050476530391, 0.0005646507560069791, 0.3314221707784475, 0.04574697956219176]]	[162.7197077898435]
[[0.5198030830427468, 0.1250205674626843, 0.9967508549863332, 0.6008202182968174, 0.14231888728367958, 0.17434146892765734, 0.11169538263293766, 0.15909748807171487, 0.3207050476530391, 0.0005646507560069791, 0.3314221707784475, 0.04574697956219176]]	[162.7197077898435]
[[0.5198030830427468, 0.1250205674626843, 0.9967508549863332, 0.6008202182968174, 0.14231888728367958, 0.17434146892765734, 0.11169538263293766, 0.15909748807171487, 0.3207050476530391, 0.0005646507560069791, 0.3314221707784475, 0.04574697956219176]]	[162.7197077898435]
[[0.5198030830427468, 0.1250205674626843, 0.9967508549863332, 0.6008202182968174, 0.14231888728367958, 0.17434146892765734, 0.11169538263293766, 0.15909748807171487, 0.3207050476530391, 0.0005646507560069791, 0.3314221707784475, 0.04574697956219176]]	[162.7197077898435]
