[0.9085506848193617, 0.4247091824969128, 0.8418417915109482, 0.47000231140228577, 0.1491641026296857, 0.7078059788709974, 0.7207065868829092, 0.784606728206352, 0.2130068733894971, 0.0987157554279613, 0.8282600287407446, 0.4437028717067085, 0.9085506848193617, 0.4247091824969128, 0.8418417915109482, 0.47000231140228577, 0.1491641026296857, 0.7078059788709974, 0.7207065868829092, 0.784606728206352, 0.2130068733894971, 0.0987157554279613, 0.8282600287407446, 0.4437028717067085]	[368.43185121298]
[0.6091001142881055, 0.6577081335428161, 0.7619060429809343, 0.8595602164418498, 0.7943727949573877, 0.7580362276008407, 0.6374032662889376, 0.6940898700901386, 0.8893076704389448, 0.0292898329511867, 0.5336527044336592, 0.9667353520776953]	[369.66960857731243]
[0.5225553281776604, 0.029394821039444685, 0.9295746191507577, 0.15290887934886999, 0.5397011725519365, 0.36104094121278996, 0.7652400602760948, 0.20338601451441507, 0.30221704514039094, 0.38597236860290085, 0.9184067694080875, 0.520254326780975]	[371.59514188106226]
[0.30188645053211893, 0.4833216349162761, 0.2997479429768589, 0.39545874527371183, 0.01814022648240221, 0.468338101599746, 0.9382123683877228, 0.7772985590900973, 0.14460291307683526, 0.4162525258847056, 0.6526451782775538, 0.2089037976248087]	[369.8993505909522]
[0.44016602461838306, 0.13959985125394037, 0.8729421520690768, 0.6682205214932229, 0.36123459293556726, 0.18167879250347607, 0.00786611214813937, 0.6100016621971845, 0.561497122804714, 0.0942900150642273, 0.05974239293275385, 0.46149355457764063]	[371.9354874152516]
[0.7487638491833384, 0.007637558640299247, 0.7982008342783056, 0.6011116682481393, 0.014276498315052621, 0.5300970662373066, 0.2541217544453248, 0.07627525435784555, 0.9230186633336626, 0.6542256007101719, 0.610876614914377, 0.46236947145744844]	[372.75154017469976]
[0.4378647362427037, 0.8901573023513836, 0.6499530670546373, 0.6491474746651931, 0.8745839871360436, 0.18723202508846448, 0.34437689984636877, 0.9435738097666988, 0.48574834358734276, 0.7586029957513318, 0.4086747150334563, 0.10120063348380348]	[371.8104065069524]
[0.6969360244002114, 0.461844197951674, 0.5034692183170107, 0.27107244733018865, 0.36603954947131, 0.7420132129131018, 0.5336312226488807, 0.9339976903041197, 0.9469540726321605, 0.92787063040789, 0.6472779345414627, 0.7406284207471135]	[370.92854426211284]
[0.16613377195455392, 0.7476248766585165, 0.1181987882320098, 0.10023551036959866, 0.0880656508669666, 0.9480209496930602, 0.14148034029371737, 0.0755363592890671, 0.8888606750262873, 0.7540512208862502, 0.36516639980512366, 0.5056830383715647]	[372.6435496831673]
[0.048381808422827355, 0.9717630454344113, 0.9700384408128825, 0.7214149740967862, 0.24794592561883522, 0.6507163290842878, 0.6449705402054657, 0.3035773982025144, 0.08490023451650053, 0.4745432016213894, 0.40435472696204, 0.80389125093982]	[370.79258777910303]
[0.4370359126730705, 0.5334115190584806, 0.8374475687243288, 0.21789251078811978, 0.08861139765052717, 0.13036900091710235, 0.18479896273965457, 0.33374354953867424, 0.0003270257980189095, 0.3035545843256505, 0.5532170098574366, 0.14086418696554304]	[371.751448023833]
