Gen 	 Parameters 	 	 Fitnesses 
1:[0.009698081821229249, 49.665933925781744, -69.77525589824238, 27.329278873473726, -11.821930079087078, 3.120024078765271, 1.7156348148798504, 0.08393822683708396, 3.9491641975630833, 126.0367899279277]:(0.4303812053439178, 0.0, 0.0)
1:[0.0012773261955394896, 80.98954455126551, -59.617331032086305, 18.698444251175054, -21.525529146891543, 1.168495874187294, -3.1690935259006836, 0.11441296968868764, 0.565784512191091, 248.50825489633158]:(0.033115161245977756, 0.8571428571428571, 1.0)
1:[0.009684114048245943, 15.810605287946746, -53.767354433466096, 13.976956770249288, -21.956096513168458, 0.9001797349579804, 0.790026861873665, 0.26958550381944824, 3.0039465225029702, 325.8707747473585]:(0.058116284167964556, 0.0, 0.0)
1:[0.005329327342298667, 41.9715232698685, -62.52543635916373, 28.0054649412704, -26.398359415705194, 2.8857254311021565, -4.807004336902832, 0.5081019257797922, 0.5260110683798441, 80.44652952184174]:(0.0948687882174886, 0.75, 1.0)
1:[0.005255442328126658, 43.96126966953368, -68.37474404061571, 17.625855243932083, -35.07990328774116, 3.0079860684866064, -3.5575427839809173, 0.9373070846962247, 3.9694098718389874, 478.89722995120866]:(0.32070259291398223, 0.5, 1.0)
2:[0.0096800854945787, 49.665933925781744, -63.653011673886155, 26.021592817620043, -12.41540877164981, 3.026291234931764, 1.9080235976302633, 0.08393822683708396, 3.9491641975630833, 121.26262490924859]:(0.2546138029132413, 0.0, 0.0)
2:[0.002229724223912579, 80.98954455126551, -60.13145299698715, 18.74218622083035, -18.82835264088852, 1.168495874187294, -2.6666801111049185, 0.11441296968868764, 0.518185612504289, 253.28250918512455]:(0.015693720577522895, 0.8, 1.0)
2:[0.00947504026679644, 14.136224535497359, -61.79644473568627, 13.976956770249288, -26.50582220645789, 2.7221466375842227, -4.324461292639778, 0.35959534796097403, 3.332303439753594, 319.7992663370828]:(0.0737802725803036, 0.0, 0.0)
2:[0.005516895717908342, 45.753471210886374, -53.3466167788177, 28.0054649412704, -23.576888217928506, 1.2329282732215048, -0.16306751013425713, 0.4338554166501257, 0.774505382898315, 86.55384339692198]:(0.03083099483602242, 0.0, 0.0)
2:[0.005255442328126658, 50.32687142915951, -68.89804164293017, 16.989794459887953, -33.864140980207424, 2.9181451703965333, -3.9532714183125517, 0.947078897874038, 3.984202050177942, 478.89722995120866]:(0.3267394022442925, 0.5, 1.0)
3:[0.0022745884655877456, 80.98954455126551, -59.43567438699515, 18.741399899760566, -16.08412043747221, 0.8474402907314633, -3.1690935259006836, 0.11441296968868764, 0.5603207309576912, 248.50825489633158]:(0.009574776927502488, 0.8333333333333334, 1.0)
3:[0.0012331236800634045, 80.98954455126551, -60.13145299698715, 18.699230572244844, -19.53334104587166, 1.168495874187294, -2.6666801111049185, 0.11441296968868764, 0.5236510127832608, 253.28250918512455]:(0.03695762771389804, 0.8571428571428571, 1.0)
3:[0.006247071753733745, 61.48709151940156, -53.3466167788177, 27.968658217717262, -23.874386396226768, 1.0196366157132917, -0.16389543781236382, 0.47277278627634667, 0.774505382898315, 121.4807220135201]:(0.02958474059156873, 0.0, 0.0)
3:[0.0096800854945787, 47.27069265449592, -62.77456581572357, 23.576155401875035, -12.41540877164981, 3.0683692118127595, 1.9088515136698219, 0.08393822683708396, 4.521981181144214, 86.33574630152783]:(0.234635591513181, 0.0, 0.0)
3:[0.009684114048245943, 17.573142302422056, -54.392103789096865, 13.976956770249288, -31.184751447829715, 2.135986229448, 0.9900854022398908, 0.26958550381944824, 3.0039465225029702, 325.8707747473585]:(0.06374076489339704, 0.0, 0.0)
4:[0.0026249737482504434, 60.54696592686556, -60.13145299698715, 14.653124427868136, -17.670051729619342, 0.8224567353441715, -2.6666801111049185, 0.11441296968868764, 3.1027224879199458, 253.28250918512455]:(0.009295228052763334, 0.8, 1.0)
4:[0.009684114048245943, 17.550036626845706, -53.767354433466096, 13.976956770249288, -21.956096513168458, 1.1505043953606031, 0.790026861873665, 0.4237821401061995, 0.5272627074451453, 326.0338745825109]:(0.058227982944614155, 0.0, 0.0)
4:[0.00991939988626259, 50.173719015808096, -55.622681696329316, 20.753556951749783, -21.948618857425423, 0.7092275656457953, -0.15771511845148672, 0.26958550381944824, 3.0412775644066548, 91.6833420815243]:(0.08064521734752989, 0.0, 0.0)
4:[0.005516895717908342, 15.150076358408542, -53.3466167788177, 26.11543542578504, -23.584365873671537, 1.2657844630100945, 1.4993785067889944, 0.4338554166501257, 0.774505382898315, 316.1790746846569]:(0.009053392625759632, 0.0, 0.0)
4:[0.009684114048245943, 17.573142302422056, -54.392103789096865, 13.976956770249288, -29.138974022343767, 2.135986229448, 0.9900854022398908, 0.24480055814403434, 2.504293120257444, 324.8348183747528]:(0.06523491937019513, 0.0, 0.0)
5:[0.0022820889507599315, 49.074410053929306, -56.90907074439799, 14.653124427868136, -17.849279149202868, 0.8224567353441715, 0.7405122418549472, 0.11441296968868764, 2.3311814006937004, 195.95021788635194]:(0.016254851378345054, 0.75, 1.0)
5:[0.009363406452003904, 15.810605287946746, -53.767354433466096, 8.110009831441978, -21.776869098392837, 1.1814496729263566, -2.6171592667919774, 0.29484534457314004, 3.0046985055005804, 325.8707747473585]:(0.03407263936891989, 0.0, 0.0)
5:[0.005007653157746853, 50.993640563814054, -53.3466167788177, 26.575054082153812, -23.576888217928506, 1.2660865183117491, -0.16306751013425713, 0.4338554166501257, 0.774505382898315, 86.55384339692198]:(0.06413516882350002, 0.6666666666666666, 1.0)
5:[0.005516895717908342, 15.150076358408542, -53.72551153507338, 24.637442550790468, -19.766126894835537, 1.2326262179198504, 1.4993785067889944, 0.4338554166501257, 0.7975636745386381, 316.1790746846569]:(0.008737022502511212, 0.0, 0.0)
5:[0.005417028653966103, 34.05897858850061, -53.3466167788177, 28.27062903915912, -23.576888217928506, 1.2476596252299457, -0.5659423201299352, 0.4338554166501257, 0.774505382898315, 86.55384339692198]:(0.0639355555084122, 0.6666666666666666, 1.0)
