0, 0, [0.665555809439432], [0.07509109 3.23505058 0.60788096 3.8627622 ], [0.07416525 0.64701012 0.60748845 0.76791065]
0, 0, [53.12955201967108], [0.82236239 2.60911951 0.16021557 2.68430211], [0.82218457 0.5218239  0.15937494 0.52740859]
0, 0, [1.1580792073289778], [0.10463279 2.89975989 0.90293543 2.53630367], [0.10373653 0.57995198 0.90283827 0.49720483]
0, 0, [76.90974315383866], [0.69974049 3.78436607 0.79284933 4.3879815 ], [0.69943993 0.75687321 0.79264198 0.87509827]
0, 0, [13.27296660528651], [0.38725505 2.98732285 0.69828187 1.89628686], [0.3866417  0.59746457 0.69797985 0.36658916]
0, 0, [34.933902789918605], [0.52285679 1.99487462 0.46634669 4.12768842], [0.52237917 0.39897492 0.46581251 0.82197723]
0, 0, [36.12472232310808], [0.67464042 2.00524767 0.14676717 2.78311154], [0.67431473 0.40104953 0.14591308 0.54757378]
0, 0, [4.115519581648205], [0.15694215 3.34329334 0.94523214 4.65946962], [0.15609825 0.66865867 0.94517732 0.930504  ]
0, 0, [8.43534600217663], [0.47109852 4.34103644 0.9811267  0.39443388], [0.47056908 0.86820729 0.98110781 0.06008855]
0, 0, [3.77003543751177], [0.33601346 4.73927216 0.14017595 0.20662435], [0.33534881 0.94785443 0.13931527 0.02176007]
0, 0, [122.9246941289534], [0.90381809 2.05580446 0.64693563 4.55409065], [0.90372181 0.41116089 0.64658221 0.90899809]
0, 0, [6.448479818903492], [0.24659871 4.88200845 0.1573792  4.04067884], [0.24584456 0.97640169 0.15653573 0.80422017]
0, 0, [87.44378113962698], [0.95184337 0.57547707 0.03598774 3.40076019], [0.95179517 0.11509541 0.03502276 0.67362453]
0, 0, [66.98736580914476], [0.91242424 0.56485618 0.18033447 2.69918092], [0.91233657 0.11297124 0.17951398 0.53044509]
0, 0, [69.7932270309675], [0.9085778  2.74553462 0.32814619 2.51180486], [0.90848629 0.54910692 0.32747367 0.49220507]
0, 0, [2.3088259303408805], [0.14185533 4.93525207 0.00532847 3.64486323], [0.14099632 0.98705041 0.0043328  0.72344148]
0, 0, [11.445887573130175], [0.33727789 0.28674029 0.38185098 3.13557193], [0.3366145  0.05734806 0.38123221 0.61950448]
0, 0, [78.56368868814293], [0.8193361  3.06258467 0.50745765 3.45681274], [0.81915525 0.61251693 0.50696462 0.68506383]
0, 0, [20.44606914122211], [0.48780105 2.95323777 0.15306596 3.08510323], [0.48728833 0.59064755 0.15221818 0.60920474]
0, 0, [10.562895198371288], [0.33541662 0.86112617 0.46678097 2.63897627], [0.33475137 0.17222523 0.46624722 0.51815842]
0, 0, [25.114271326555397], [0.61654438 1.40434433 0.71399709 1.03660548], [0.61616054 0.28086887 0.7137108  0.19114398]
0, 0, [34.030257728921036], [0.56311053 1.49453778 0.69305167 2.643241  ], [0.5626732  0.29890756 0.69274441 0.51902877]
0, 0, [52.1545529370493], [0.63983676 0.31674441 0.42452557 4.17693598], [0.63947624 0.06334888 0.42394952 0.83202775]
0, 0, [67.76790563819472], [0.87417903 0.92448066 0.70985948 1.83794196], [0.87405309 0.18489613 0.70956905 0.35468203]
0, 0, [15.401141904248414], [0.42272392 2.2339828  0.16635401 3.12200042], [0.42214607 0.44679656 0.16551953 0.61673478]
0, 0, [0.06663451020713665], [0.04512258 4.30297634 0.29739971 0.38671939], [0.04416675 0.86059527 0.29669641 0.05851416]
0, 0, [6.674984185468912], [0.27688373 4.02633929 0.34069189 2.63387876], [0.27615989 0.80526786 0.34003192 0.51711811]
0, 0, [0.008066548044935245], [0.00726756 4.26386264 0.14757595 3.66314699], [0.00627383 0.85277253 0.14672267 0.72717286]
0, 0, [3.0366658178513224], [0.16165976 1.98197892 0.64194164 3.4861616 ], [0.16082058 0.39639578 0.64158323 0.69105339]
0, 0, [66.79859229325285], [0.71636401 4.35966694 0.92022454 2.99015044], [0.71608009 0.87193339 0.92014469 0.58982662]
0, 0, [39.98341356395375], [0.68189274 2.47410799 0.14349988 3.09988939], [0.68157432 0.4948216  0.14264252 0.61222233]
0, 0, [1.7670941570986924], [0.16724178 1.66305686 0.68909472 1.17284143], [0.16640818 0.33261137 0.6887835  0.21894723]
0, 0, [75.03225432312234], [0.86851773 0.82174134 0.04998329 3.7072075 ], [0.86838612 0.16434827 0.04903232 0.7361648 ]
0, 0, [92.09194792335362], [0.76827957 0.38721146 0.69716627 4.64222432], [0.76804762 0.07744229 0.69686313 0.92698456]
0, 0, [22.072930626934173], [0.80225702 2.1414428  0.97713562 0.31454685], [0.80205908 0.42828856 0.97711273 0.04378507]
0, 0, [7.361677828678806], [0.44981015 2.98599732 0.07402744 0.24683807], [0.44925941 0.59719946 0.07310054 0.02996695]
0, 0, [61.581214712150064], [0.74231118 4.54468475 0.5072334  3.19622325], [0.74205324 0.90893695 0.50674014 0.6318823 ]
