0	-65
0.025	-64.9965
0.05	-64.994
0.075	-64.992
0.1	-64.9903
0.125	-64.9888
0.15	-64.9875
0.175	-64.9863
0.2	-64.9852
0.225	-64.9843
0.25	-64.9834
0.275	-64.9825
0.3	-64.9817
0.325	-64.981
0.35	-64.9803
0.375	-64.9797
0.4	-64.9791
0.425	-64.9786
0.45	-64.978
0.475	-64.9775
0.5	-64.9771
0.525	-64.9767
0.55	-64.9762
0.575	-64.9759
0.6	-64.9755
0.625	-64.9752
0.65	-64.9748
0.675	-64.9745
0.7	-64.9743
0.725	-64.974
0.75	-64.9737
0.775	-64.9735
0.8	-64.9733
0.825	-64.9731
0.85	-64.9729
0.875	-64.9727
0.9	-64.9726
0.925	-64.9724
0.95	-64.9723
0.975	-64.9721
1	-64.972
1.025	-64.9719
1.05	-64.9718
1.075	-64.9717
1.1	-64.9716
1.125	-64.9716
1.15	-64.9715
1.175	-64.9715
1.2	-64.9714
1.225	-64.9714
1.25	-64.9714
1.275	-64.9714
1.3	-64.9713
1.325	-64.9713
1.35	-64.9713
1.375	-64.9714
1.4	-64.9714
1.425	-64.9714
1.45	-64.9714
1.475	-64.9715
1.5	-64.9715
1.525	-64.9715
1.55	-64.9716
1.575	-64.9717
1.6	-64.9717
1.625	-64.9718
1.65	-64.9719
1.675	-64.9719
1.7	-64.972
1.725	-64.9721
1.75	-64.9722
1.775	-64.9723
1.8	-64.9724
1.825	-64.9725
1.85	-64.9726
1.875	-64.9728
1.9	-64.9729
1.925	-64.973
1.95	-64.9731
1.975	-64.9733
2	-64.9734
2.025	-64.9735
2.05	-64.9737
2.075	-64.9738
2.1	-64.974
2.125	-64.9741
2.15	-64.9743
2.175	-64.9745
2.2	-64.9746
2.225	-64.9748
2.25	-64.975
2.275	-64.9751
2.3	-64.9753
2.325	-64.9755
2.35	-64.9757
2.375	-64.9759
2.4	-64.9761
2.425	-64.9762
2.45	-64.9764
2.475	-64.9766
2.5	-64.9768
2.525	-64.977
2.55	-64.9772
2.575	-64.9775
2.6	-64.9777
2.625	-64.9779
2.65	-64.9781
2.675	-64.9783
2.7	-64.9785
2.725	-64.9788
2.75	-64.979
2.775	-64.9792
2.8	-64.9794
2.825	-64.9797
2.85	-64.9799
2.875	-64.9801
2.9	-64.9804
2.925	-64.9806
2.95	-64.9808
2.975	-64.9811
3	-64.9813
3.025	-64.9816
3.05	-64.9818
3.075	-64.9821
3.1	-64.9823
3.125	-64.9826
3.15	-64.9828
3.175	-64.9831
3.2	-64.9833
3.225	-64.9836
3.25	-64.9839
3.275	-64.9841
3.3	-64.9844
3.325	-64.9847
3.35	-64.9849
3.375	-64.9852
3.4	-64.9855
3.425	-64.9857
3.45	-64.986
3.475	-64.9863
3.5	-64.9866
3.525	-64.9868
3.55	-64.9871
3.575	-64.9874
3.6	-64.9877
3.625	-64.988
3.65	-64.9883
3.675	-64.9885
3.7	-64.9888
3.725	-64.9891
3.75	-64.9894
3.775	-64.9897
3.8	-64.99
3.825	-64.9903
3.85	-64.9906
3.875	-64.9909
3.9	-64.9911
3.925	-64.9914
3.95	-64.9917
3.975	-64.992
4	-64.9923
4.025	-64.9926
4.05	-64.993
4.075	-64.9932
4.1	-64.9936
4.125	-64.9939
4.15	-64.9942
4.175	-64.9945
4.2	-64.9948
4.225	-64.9951
4.25	-64.9954
4.275	-64.9957
4.3	-64.996
4.325	-64.9963
4.35	-64.9966
4.375	-64.997
4.4	-64.9973
4.425	-64.9976
4.45	-64.9979
4.475	-64.9982
4.5	-64.9985
4.525	-64.9989
4.55	-64.9992
4.575	-64.9995
4.6	-64.9998
4.625	-65.0001
4.65	-65.0005
4.675	-65.0008
4.7	-65.0011
4.725	-65.0014
4.75	-65.0018
4.775	-65.0021
4.8	-65.0024
4.825	-65.0027
4.85	-65.0031
4.875	-65.0034
4.9	-65.0037
4.925	-65.0041
4.95	-65.0044
4.975	-65.0047
5	-65.0051
5.025	-65.0054
5.05	-65.0057
5.075	-65.0061
5.1	-65.0064
5.125	-65.0067
5.15	-65.0071
5.175	-65.0074
5.2	-65.0077
5.225	-65.0081
5.25	-65.0084
5.275	-65.0087
5.3	-65.0091
5.325	-65.0094
5.35	-65.0098
5.375	-65.0101
5.4	-65.0104
5.425	-65.0108
5.45	-65.0111
5.475	-65.0115
5.5	-65.0118
5.525	-65.0122
5.55	-65.0125
5.575	-65.0128
5.6	-65.0132
5.625	-65.0135
5.65	-65.0139
5.675	-65.0142
5.7	-65.0146
5.725	-65.0149
5.75	-65.0153
5.775	-65.0156
5.8	-65.016
5.825	-65.0163
5.85	-65.0167
5.875	-65.017
5.9	-65.0174
5.925	-65.0177
5.95	-65.0181
5.975	-65.0184
6	-65.0188
6.025	-65.0191
6.05	-65.0195
6.075	-65.0198
6.1	-65.0202
6.125	-65.0205
6.15	-65.0209
6.175	-65.0213
6.2	-65.0216
6.225	-65.022
6.25	-65.0223
6.275	-65.0227
6.3	-65.023
6.325	-65.0234
6.35	-65.0238
6.375	-65.0241
6.4	-65.0245
6.425	-65.0248
6.45	-65.0252
6.475	-65.0255
6.5	-65.0259
6.525	-65.0263
6.55	-65.0266
6.575	-65.027
6.6	-65.0273
6.625	-65.0277
6.65	-65.0281
6.675	-65.0284
6.7	-65.0288
6.725	-65.0291
6.75	-65.0295
6.775	-65.0299
6.8	-65.0302
6.825	-65.0306
6.85	-65.031
6.875	-65.0313
6.9	-65.0317
6.925	-65.0321
6.95	-65.0324
6.975	-65.0328
7	-65.0331
7.025	-65.0335
7.05	-65.0339
7.075	-65.0342
7.1	-65.0346
7.125	-65.035
7.15	-65.0353
7.175	-65.0357
7.2	-65.0361
7.225	-65.0364
7.25	-65.0368
7.275	-65.0372
7.3	-65.0376
7.325	-65.0379
7.35	-65.0383
7.375	-65.0387
7.4	-65.039
7.425	-65.0394
7.45	-65.0398
7.475	-65.0401
7.5	-65.0405
7.525	-65.0409
7.55	-65.0412
7.575	-65.0416
7.6	-65.042
7.625	-65.0424
7.65	-65.0427
7.675	-65.0431
7.7	-65.0435
7.725	-65.0438
7.75	-65.0442
7.775	-65.0446
7.8	-65.045
7.825	-65.0453
7.85	-65.0457
7.875	-65.0461
7.9	-65.0464
7.925	-65.0468
7.95	-65.0472
7.975	-65.0476
8	-65.0479
8.025	-65.0483
8.05	-65.0487
8.075	-65.0491
8.1	-65.0494
8.125	-65.0498
8.15	-65.0502
8.175	-65.0506
8.2	-65.0509
8.225	-65.0513
8.25	-65.0517
8.275	-65.0521
8.3	-65.0524
8.325	-65.0528
8.35	-65.0532
8.375	-65.0536
8.4	-65.0539
8.425	-65.0543
8.45	-65.0547
8.475	-65.0551
8.5	-65.0554
8.525	-65.0558
8.55	-65.0562
8.575	-65.0566
8.6	-65.057
8.625	-65.0573
8.65	-65.0577
8.675	-65.0581
8.7	-65.0585
8.725	-65.0588
8.75	-65.0592
8.775	-65.0596
8.8	-65.06
8.825	-65.0603
8.85	-65.0607
8.875	-65.0611
8.9	-65.0615
8.925	-65.0619
8.95	-65.0622
8.975	-65.0626
9	-65.063
9.025	-65.0634
9.05	-65.0638
9.075	-65.0641
9.1	-65.0645
9.125	-65.0649
9.15	-65.0653
9.175	-65.0657
9.2	-65.066
9.225	-65.0664
9.25	-65.0668
9.275	-65.0672
9.3	-65.0676
9.325	-65.0679
9.35	-65.0683
9.375	-65.0687
9.4	-65.0691
9.425	-65.0695
9.45	-65.0698
9.475	-65.0702
9.5	-65.0706
9.525	-65.071
9.55	-65.0714
9.575	-65.0717
9.6	-65.0721
9.625	-65.0725
9.65	-65.0729
9.675	-65.0733
