Gen 	 Parameters 	 	 Fitnesses 
1:[0.009176956163374255, 48.223826424722155, -44.744746254671554, 14.100069342068572, -35.52507692110943, 3.685126904919488, 2.2070658688290923, 0.784606728206352, 1.458530930252737, 58.37072015970104]:(0.10234171243867309, 0.8, 1.0, 0.10323563295465772, 0.375, 0.003934710743801653, 0.1724697525871951, 0.08333333333333333, 2.7801652892561985e-05, 0.2567409747597016, 0.25, 4.760330578512397e-06)
1:[0.008454340258666702, 49.93325845360377, -51.726996571356835, 19.731244006284484, -17.14281871057197, 4.368020973988324, 2.9437279495738764, 0.7580362276008407, 3.3683146983002192, 350.10403634416787]:(0.04485052498549288, 0.0, 0.0, 0.013227871002195225, 0.6666666666666666, 1.0, 0.009059110926801962, 0.8333333333333334, 1.0, 0.14015616376178258, 0.75, 0.001059206611570248)
1:[0.009003769033950504, 12.636084965606802, -53.990418866990225, 29.00206056233086, -24.32334015467019, 0.6322766946775011, 4.295746191507577, 0.15290887934886999, 2.928655276483714, 186.9100611942671]:(0.09238354267019913, 0.0, 0.0, 0.02651874124721678, 0.6666666666666666, 1.0, 0.023876058063844484, 0.5714285714285714, 4.049586776859504e-05, 0.05457469417419203, 0.25, 0.0)
1:[0.007887160542484853, 28.304741306297355, -60.93348864578827, 11.579171058087026, -12.447796917757373, 2.841144470514388, -1.981135494678811, 0.4833216349162761, 1.848865743395865, 203.7747851841188]:(0.04890347095667802, 0.0, 0.0, 0.01054173762426107, 0.6666666666666666, 1.0, 0.054419848386500554, 0.5714285714285714, 0.1532366611570248, 0.056034770049092165, 0.5909090909090909, 0.0004525289256198347)
1:[0.00116326203834162, 52.150429143977135, -41.85362894836831, 23.31895677270292, -35.661912607694944, 2.3731363664811753, 1.5264517827755375, 0.2089037976248087, 2.4807471107827235, 78.40392711443079]:(0.07439591523088993, 0.9090909090909091, 1.0, 0.06614583940629315, 0.6666666666666666, 0.009216, 0.06296344007061613, 0.5, 0.0006665785123966942, 0.05322080805883641, 0.2553191489361702, 5.831404958677686e-05)
1:[0.008856479368621693, 70.13984693439005, -59.16296221193298, 5.450363775104282, -39.76401663555582, 3.2450074798873305, 0.61497122804714, 0.0942900150642273, 0.7688407681973923, 236.1318417430439]:(0.12034310492644829, 0.0, 0.0, 0.05045903007921584, 0.0, 0.0033429421487603307, 0.07006675512978587, 0.0, 0.001322314049586777, 0.08704760566056798, 0.029411764705882353, 0.0002737520661157025)
1:[0.007738874642650047, 10.687380277626932, -46.05397497165083, 18.03335004744418, -39.571705050548424, 2.8854367980678797, -2.4587824555467517, 0.07627525435784555, 4.6535839850014815, 330.5705443479842]:(0.04767930667935667, 0.875, 1.0, 0.05389895558331129, 0.5833333333333334, 0.008801851239669421, 0.0659462487082723, 0.42105263157894735, 0.0005847603305785124, 0.0847135336247756, 0.16666666666666666, 4.525619834710744e-05)
1:[0.006497889534229393, 51.61325243117036, -56.86405791271889, 26.704719070541508, -20.50140798836088, 3.421163635993369, 3.7458398713604364, 0.18723202508846448, 2.0496960493086593, 472.35116678568244]:(0.057278806421560406, 0.0, 0.0, 0.011596009804556473, 0.6666666666666666, 1.0, 0.024936997432482292, 0.5714285714285714, 0.0047987107438016525, 0.049638123665344605, 0.5217391304347826, 0.00041467768595041324)
1:[0.005371735092286086, 78.27426961761986, -57.739758548996306, 3.0360190045141042, -19.091919267993656, 2.578298890782533, 0.03469218317010725, 0.27107244733018865, 2.147177972620895, 373.5864743274199]:(0.028738759612988926, 0.0, 0.0, 0.014925278257489122, 0.25, 0.3197388429752066, 0.023688612552406195, 0.375, 0.005776, 0.034563291507785976, 0.5217391304347826, 0.0008252561983471074)
1:[0.005802681003839927, 94.05979212737077, -41.59137782103518, 27.8361189122367, -20.58166196375612, 3.832827893362011, -3.338662280454461, 0.7476248766585165, 1.0318945470440442, 59.115400081103346]:(0.09312152887451407, 0.6666666666666666, 1.0, 0.09030012702906844, 0.16666666666666666, 0.0002115702479338843, 0.1361724574198454, 0.1, 0.001764, 0.17033878042063091, 0.34615384615384615, 0.0005331900826446281)
