[0.0412217068833983, 44.98186968977238, 248.95869830354323]
[0.012351315261807074, nan, 899.1012814425045]
[0.008125119336594152, nan, 400.7685948404653]
[0.012706625088238334, nan, 512.9604773908837]
[0.012720007557914671, nan, 229222833.6627689]
[0.013192245181437207, nan, 281486639.3007013]
[nan, nan, nan]
[0.017746133460252726, nan, 408096076.6961119]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[0.013819865715044143, nan, 2138198629.3668475]
[0.016242878805688137, nan, 78744663.50085196]
[0.009579262728386521, nan, 78661317.18560554]
[nan, nan, nan]
[0.010448813822483572, nan, 79083744.23645648]
[0.015162642475612168, nan, 78729242.55694377]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[0.018146945948764648, nan, 210229726.7896617]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[0.016193542436283032, nan, 1.415979032430345]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[0.03204212849056412, nan, 109261934.34419365]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[0.030183651587601817, nan, 13.86047451187808]
[nan, nan, nan]
[nan, nan, nan]
[0.018210427776973334, nan, 2.808176459606428]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[0.016564589745233005, nan, 155403011.27053073]
[nan, nan, nan]
[0.018206408916697923, nan, 13233543691.312504]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[0.015250193815877276, nan, 417577559.9348411]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[nan, nan, nan]
[0.013543667679887496, nan, 135193590.87623438]
[nan, nan, nan]
[0.009720844702015308, nan, 2.7944435024472485]
[0.015797356998942715, nan, 113025368.80285828]
[0.007000857463173183, nan, 3.687798967450308]
[0.00737498215386369, nan, 1.3831992392501178]
[0.014084274195376088, nan, 1.6700265639827272]
[0.011773491822924717, nan, 2.384399515186712]
[nan, nan, nan]
[nan, nan, nan]
[0.0026378346074550454, nan, 0.3610862833754687]
[0.007327281131172578, nan, 0.5296841327271681]
[0.00450000424308794, nan, 0.5543613292331147]
[0.0024628249960234436, nan, 0.5334390371090717]
[0.0029248343263349667, nan, 0.418526515758958]
[0.004743884720986933, nan, 0.2986065376017984]
[0.006022567408171147, nan, 0.2519857878327118]
[0.004104365782607727, nan, 0.117764228902203]
[0.00371024025932785, nan, 0.15818411384945505]
[0.002883677317259486, nan, 0.06162672827241422]
[0.0025611734666789536, nan, 0.11131526366069218]
[0.0017389224593535452, 0.012253601367505645, 0.04411645173189807]
[0.0007540465274686104, 0.010126061379646157, 0.03504623963789433]
[0.0007857002993594521, 0.009796957709001356, 0.04852415001904586]
[0.0009695341683844965, 0.009310364847383406, 0.03140798093823342]
[0.0006691729734835523, 0.007447724471218252, 0.04667860644110575]
[0.0007204509379648336, 0.005754151200003205, 0.03795152430202811]
[0.0005475823828844946, 0.005661386640822861, 0.018679760986180263]
[0.0007604535167990184, 0.004103866490218952, 0.015745922360979568]
[0.0007136355107012429, 0.003308838315301461, 0.014785367405045631]
[0.0005889930328099462, 0.0026856564601394793, 0.010838491018340935]
